record_key,region,year,compare_key,current_source_url,source_url,source,responsible,doc_no,note
440300|2025|注册护士数|实际值|3·副省级城市,深圳市,2025,注册护士数,https://wjw.sz.gov.cn/,,,,,
440300|2025|总诊疗人次|实际值|3·副省级城市,深圳市,2025,总诊疗人次,https://wjw.sz.gov.cn/,,,,,
210100|2025|出院人数|实际值|3·副省级城市,沈阳市,2025,出院人数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|公立医院数|实际值|3·副省级城市,沈阳市,2025,公立医院数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|基层医疗卫生机构数|实际值|3·副省级城市,沈阳市,2025,基层医疗卫生机构数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|每千人口卫生技术人员数|实际值(测算)|3·副省级城市,沈阳市,2025,每千人口卫生技术人员数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|每千人口医疗卫生机构床位数|实际值(测算)|3·副省级城市,沈阳市,2025,每千人口医疗卫生机构床位数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|每千人口执业(助理)医师数|实际值(测算)|3·副省级城市,沈阳市,2025,每千人口执业(助理)医师数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|每千人口注册护士数|实际值(测算)|3·副省级城市,沈阳市,2025,每千人口注册护士数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|年末常住人口|实际值|3·副省级城市,沈阳市,2025,年末常住人口,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|三级医院数|实际值|3·副省级城市,沈阳市,2025,三级医院数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|三甲医院数|实际值|3·副省级城市,沈阳市,2025,三甲医院数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|卫生技术人员数|实际值|3·副省级城市,沈阳市,2025,卫生技术人员数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|医疗卫生机构实有床位数|实际值|3·副省级城市,沈阳市,2025,医疗卫生机构实有床位数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|医疗卫生机构总数|实际值|3·副省级城市,沈阳市,2025,医疗卫生机构总数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|医院数|实际值|3·副省级城市,沈阳市,2025,医院数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|执业(助理)医师数|实际值|3·副省级城市,沈阳市,2025,执业(助理)医师数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|注册护士数|实际值|3·副省级城市,沈阳市,2025,注册护士数,https://wjw.shenyang.gov.cn/,,,,,
210100|2025|总诊疗人次|实际值|3·副省级城市,沈阳市,2025,总诊疗人次,https://wjw.shenyang.gov.cn/,,,,,
420100|2025|出院人数|实际值|3·副省级城市,武汉市,2025,出院人数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|公立医院数|实际值|3·副省级城市,武汉市,2025,公立医院数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|基层医疗卫生机构数|实际值|3·副省级城市,武汉市,2025,基层医疗卫生机构数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|每千人口卫生技术人员数|实际值(测算)|3·副省级城市,武汉市,2025,每千人口卫生技术人员数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|每千人口医疗卫生机构床位数|实际值(测算)|3·副省级城市,武汉市,2025,每千人口医疗卫生机构床位数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|每千人口执业(助理)医师数|实际值(测算)|3·副省级城市,武汉市,2025,每千人口执业(助理)医师数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|每千人口注册护士数|实际值(测算)|3·副省级城市,武汉市,2025,每千人口注册护士数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|年末常住人口|实际值|3·副省级城市,武汉市,2025,年末常住人口,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|三级医院数|实际值|3·副省级城市,武汉市,2025,三级医院数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|三甲医院数|实际值|3·副省级城市,武汉市,2025,三甲医院数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|卫生技术人员数|实际值|3·副省级城市,武汉市,2025,卫生技术人员数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|医疗卫生机构实有床位数|实际值|3·副省级城市,武汉市,2025,医疗卫生机构实有床位数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|医疗卫生机构总数|实际值|3·副省级城市,武汉市,2025,医疗卫生机构总数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|医院数|实际值|3·副省级城市,武汉市,2025,医院数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|执业(助理)医师数|实际值|3·副省级城市,武汉市,2025,执业(助理)医师数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|注册护士数|实际值|3·副省级城市,武汉市,2025,注册护士数,https://wjw.wuhan.gov.cn/,,,,,
420100|2025|总诊疗人次|实际值|3·副省级城市,武汉市,2025,总诊疗人次,https://wjw.wuhan.gov.cn/,,,,,
610100|2025|出院人数|实际值|3·副省级城市,西安市,2025,出院人数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|公立医院数|实际值|3·副省级城市,西安市,2025,公立医院数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|基层医疗卫生机构数|实际值|3·副省级城市,西安市,2025,基层医疗卫生机构数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|每千人口卫生技术人员数|实际值(测算)|3·副省级城市,西安市,2025,每千人口卫生技术人员数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|每千人口医疗卫生机构床位数|实际值(测算)|3·副省级城市,西安市,2025,每千人口医疗卫生机构床位数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|每千人口执业(助理)医师数|实际值(测算)|3·副省级城市,西安市,2025,每千人口执业(助理)医师数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|每千人口注册护士数|实际值(测算)|3·副省级城市,西安市,2025,每千人口注册护士数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|年末常住人口|实际值|3·副省级城市,西安市,2025,年末常住人口,https://xawjw.xa.gov.cn/,,,,,
610100|2025|三级医院数|实际值|3·副省级城市,西安市,2025,三级医院数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|三甲医院数|实际值|3·副省级城市,西安市,2025,三甲医院数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|卫生技术人员数|实际值|3·副省级城市,西安市,2025,卫生技术人员数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|医疗卫生机构实有床位数|实际值|3·副省级城市,西安市,2025,医疗卫生机构实有床位数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|医疗卫生机构总数|实际值|3·副省级城市,西安市,2025,医疗卫生机构总数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|医院数|实际值|3·副省级城市,西安市,2025,医院数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|执业(助理)医师数|实际值|3·副省级城市,西安市,2025,执业(助理)医师数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|注册护士数|实际值|3·副省级城市,西安市,2025,注册护士数,https://xawjw.xa.gov.cn/,,,,,
610100|2025|总诊疗人次|实际值|3·副省级城市,西安市,2025,总诊疗人次,https://xawjw.xa.gov.cn/,,,,,
220100|2025|出院人数|实际值|3·副省级城市,长春市,2025,出院人数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|公立医院数|实际值|3·副省级城市,长春市,2025,公立医院数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|基层医疗卫生机构数|实际值|3·副省级城市,长春市,2025,基层医疗卫生机构数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|每千人口卫生技术人员数|实际值(测算)|3·副省级城市,长春市,2025,每千人口卫生技术人员数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|每千人口医疗卫生机构床位数|实际值(测算)|3·副省级城市,长春市,2025,每千人口医疗卫生机构床位数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|每千人口执业(助理)医师数|实际值(测算)|3·副省级城市,长春市,2025,每千人口执业(助理)医师数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|每千人口注册护士数|实际值(测算)|3·副省级城市,长春市,2025,每千人口注册护士数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|年末常住人口|实际值|3·副省级城市,长春市,2025,年末常住人口,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|三级医院数|实际值|3·副省级城市,长春市,2025,三级医院数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|三甲医院数|实际值|3·副省级城市,长春市,2025,三甲医院数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|卫生技术人员数|实际值|3·副省级城市,长春市,2025,卫生技术人员数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|医疗卫生机构实有床位数|实际值|3·副省级城市,长春市,2025,医疗卫生机构实有床位数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|医疗卫生机构总数|实际值|3·副省级城市,长春市,2025,医疗卫生机构总数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|医院数|实际值|3·副省级城市,长春市,2025,医院数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|执业(助理)医师数|实际值|3·副省级城市,长春市,2025,执业(助理)医师数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|注册护士数|实际值|3·副省级城市,长春市,2025,注册护士数,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
220100|2025|总诊疗人次|实际值|3·副省级城市,长春市,2025,总诊疗人次,https://zwgk.changchun.gov.cn/zcbm/swjw_3974/wjwxxgkml/,,,,,
